job_id,job_title,company,sector,location,domain,experience_level,required_skills,preferred_skills,tools_technologies,salary_range,job_description,responsibilities,qualifications
JOB-2011,Junior Web Application Intern,QuantumScale Labs,Enterprise Software,"Toronto, ON",Full Stack Web Development,Junior,"REST APIs, SQL, Git, CSS3, Docker, GitHub Actions, Vite, Agile & Scrum, Presentation Skills","MongoDB, Tailwind CSS, PostgreSQL, Redis","Docker, GitHub Actions, Vite, Redis","$85,000 - $115,000","QuantumScale Labs is seeking a motivated Junior Web Application Intern to join our Enterprise Software engineering team in Toronto, ON. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Full Stack Web Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: REST APIs, SQL, Git, CSS3, Docker, GitHub Actions, Vite, Agile & Scrum, Presentation Skills. Preferred qualifications and bonus skills: MongoDB, Tailwind CSS, PostgreSQL, Redis. Key tools and environments: Docker, GitHub Actions, Vite, Redis.","1. Design, test, and implement features aligned with Full Stack Web Development architecture standards.
2. Utilize tools such as Docker, GitHub Actions, Vite, Redis for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with REST APIs, SQL, Git, CSS3.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with MongoDB, Tailwind CSS, PostgreSQL is a strong plus."
JOB-2012,Associate Big Data Developer,StreamLine Interactive,Digital Media & Gaming,"Los Angeles, CA",Data Engineering & Big Data,Entry-Level,"ETL, Data Pipelines, Python, Git, Data Warehousing, Kafka Connect, Tableau, Redshift, Presentation Skills, Time Management","Data Modeling, Apache Spark, BigQuery, Hadoop, AWS S3","Kafka Connect, Tableau, Redshift, AWS S3","$70,000 - $95,000","StreamLine Interactive is seeking a motivated Associate Big Data Developer to join our Digital Media & Gaming engineering team in Los Angeles, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: ETL, Data Pipelines, Python, Git, Data Warehousing, Kafka Connect, Tableau, Redshift, Presentation Skills, Time Management. Preferred qualifications and bonus skills: Data Modeling, Apache Spark, BigQuery, Hadoop, AWS S3. Key tools and environments: Kafka Connect, Tableau, Redshift, AWS S3.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as Kafka Connect, Tableau, Redshift, AWS S3 for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with ETL, Data Pipelines, Python, Git.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Data Modeling, Apache Spark, BigQuery is a strong plus."
JOB-2013,Junior iOS Engineer,StreamLine Interactive,Digital Media & Gaming,"Los Angeles, CA",Mobile Application Development,Junior,"React Native, State Management, Flutter, Git, Gradle, Fastlane, Communication, Agile & Scrum","Push Notifications, Jetpack Compose, App Store Deployment, CocoaPods","Gradle, Fastlane, CocoaPods","$85,000 - $115,000","StreamLine Interactive is seeking a motivated Junior iOS Engineer to join our Digital Media & Gaming engineering team in Los Angeles, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: React Native, State Management, Flutter, Git, Gradle, Fastlane, Communication, Agile & Scrum. Preferred qualifications and bonus skills: Push Notifications, Jetpack Compose, App Store Deployment, CocoaPods. Key tools and environments: Gradle, Fastlane, CocoaPods.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Gradle, Fastlane, CocoaPods for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with React Native, State Management, Flutter, Git.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Push Notifications, Jetpack Compose, App Store Deployment is a strong plus."
JOB-2014,Junior Site Reliability Engineer (SRE),StreamLine Interactive,Digital Media & Gaming,"Austin, TX",Cloud Architecture & DevOps,Junior,"Kubernetes, Networking Basics, Bash Scripting, CI/CD, Jenkins, ArgoCD, Vault, Team Collaboration","Ansible, AWS, Datadog, Terraform Cloud","Jenkins, ArgoCD, Vault, Datadog, Terraform Cloud","$85,000 - $115,000","StreamLine Interactive is seeking a motivated Junior Site Reliability Engineer (SRE) to join our Digital Media & Gaming engineering team in Austin, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cloud Architecture & DevOps. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Kubernetes, Networking Basics, Bash Scripting, CI/CD, Jenkins, ArgoCD, Vault, Team Collaboration. Preferred qualifications and bonus skills: Ansible, AWS, Datadog, Terraform Cloud. Key tools and environments: Jenkins, ArgoCD, Vault, Datadog, Terraform Cloud.","1. Design, test, and implement features aligned with Cloud Architecture & DevOps architecture standards.
2. Utilize tools such as Jenkins, ArgoCD, Vault, Datadog, Terraform Cloud for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Kubernetes, Networking Basics, Bash Scripting, CI/CD.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Ansible, AWS, Datadog is a strong plus."
JOB-2015,Big Data Developer,OmniCommerce Platforms,E-Commerce / SaaS,"Seattle, WA",Data Engineering & Big Data,Mid-Level,"ETL, Git, Data Warehousing, SQL, Kafka Connect, Docker, Adaptability","BigQuery, PySpark, Redshift, AWS S3","Kafka Connect, Docker, Redshift, AWS S3","$110,000 - $145,000","OmniCommerce Platforms is seeking a motivated Big Data Developer to join our E-Commerce / SaaS engineering team in Seattle, WA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: ETL, Git, Data Warehousing, SQL, Kafka Connect, Docker, Adaptability. Preferred qualifications and bonus skills: BigQuery, PySpark, Redshift, AWS S3. Key tools and environments: Kafka Connect, Docker, Redshift, AWS S3.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as Kafka Connect, Docker, Redshift, AWS S3 for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with ETL, Git, Data Warehousing, SQL.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with BigQuery, PySpark, Redshift is a strong plus."
JOB-2016,Robotics Software Intern,StreamLine Interactive,Digital Media & Gaming,"Vancouver, BC",Embedded Systems & IoT,Mid-Level,"C, Embedded C, Microcontrollers, RTOS, Logic Analyzer, Arduino, STM32CubeIDE, Problem Solving","Device Drivers, Hardware Debugging, ESP32","Logic Analyzer, Arduino, STM32CubeIDE, ESP32","$110,000 - $145,000","StreamLine Interactive is seeking a motivated Robotics Software Intern to join our Digital Media & Gaming engineering team in Vancouver, BC. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Embedded Systems & IoT. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: C, Embedded C, Microcontrollers, RTOS, Logic Analyzer, Arduino, STM32CubeIDE, Problem Solving. Preferred qualifications and bonus skills: Device Drivers, Hardware Debugging, ESP32. Key tools and environments: Logic Analyzer, Arduino, STM32CubeIDE, ESP32.","1. Design, test, and implement features aligned with Embedded Systems & IoT architecture standards.
2. Utilize tools such as Logic Analyzer, Arduino, STM32CubeIDE, ESP32 for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with C, Embedded C, Microcontrollers, RTOS.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Device Drivers, Hardware Debugging, ESP32 is a strong plus."
JOB-2017,Junior Frontend Engineer,NeuralByte AI,Artificial Intelligence,"San Jose, CA",Full Stack Web Development,Junior,"CSS3, SQL, Node.js, Webpack, Vite, GitHub Actions, Critical Thinking","Tailwind CSS, Authentication & JWT, Redux, Docker","Webpack, Vite, GitHub Actions, Docker","$85,000 - $115,000","NeuralByte AI is seeking a motivated Junior Frontend Engineer to join our Artificial Intelligence engineering team in San Jose, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Full Stack Web Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: CSS3, SQL, Node.js, Webpack, Vite, GitHub Actions, Critical Thinking. Preferred qualifications and bonus skills: Tailwind CSS, Authentication & JWT, Redux, Docker. Key tools and environments: Webpack, Vite, GitHub Actions, Docker.","1. Design, test, and implement features aligned with Full Stack Web Development architecture standards.
2. Utilize tools such as Webpack, Vite, GitHub Actions, Docker for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with CSS3, SQL, Node.js, Webpack.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Tailwind CSS, Authentication & JWT, Redux is a strong plus."
JOB-2018,Associate iOS Engineer,RoboMotion Dynamics,Robotics & IoT,"Pittsburgh, PA",Mobile Application Development,Entry-Level,"Flutter, Swift, Mobile UI Design, Figma, Code Documentation","Jetpack Compose, Performance Optimization, Room Database, Gradle, Firebase","Figma, Gradle, Firebase","$70,000 - $95,000","RoboMotion Dynamics is seeking a motivated Associate iOS Engineer to join our Robotics & IoT engineering team in Pittsburgh, PA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Flutter, Swift, Mobile UI Design, Figma, Code Documentation. Preferred qualifications and bonus skills: Jetpack Compose, Performance Optimization, Room Database, Gradle, Firebase. Key tools and environments: Figma, Gradle, Firebase.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Figma, Gradle, Firebase for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Flutter, Swift, Mobile UI Design, Figma.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Jetpack Compose, Performance Optimization, Room Database is a strong plus."
JOB-2019,Associate Data Scientist,Apex Cloud Systems,Cloud Infrastructure,Remote,AI & Machine Learning,Entry-Level,"Mathematics, Machine Learning, PyTorch, Statistics, Python, Git, Weights & Biases, Presentation Skills, Adaptability","Vector Databases, LangChain, CUDA","Git, Weights & Biases, CUDA","$70,000 - $95,000","Apex Cloud Systems is seeking a motivated Associate Data Scientist to join our Cloud Infrastructure engineering team in Remote. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in AI & Machine Learning. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Mathematics, Machine Learning, PyTorch, Statistics, Python, Git, Weights & Biases, Presentation Skills, Adaptability. Preferred qualifications and bonus skills: Vector Databases, LangChain, CUDA. Key tools and environments: Git, Weights & Biases, CUDA.","1. Design, test, and implement features aligned with AI & Machine Learning architecture standards.
2. Utilize tools such as Git, Weights & Biases, CUDA for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Mathematics, Machine Learning, PyTorch, Statistics.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Vector Databases, LangChain, CUDA is a strong plus."
JOB-2020,Associate Cloud Infrastructure Engineer,RoboMotion Dynamics,Robotics & IoT,"Pittsburgh, PA",Cloud Architecture & DevOps,Entry-Level,"Git, Kubernetes, Bash Scripting, ELK Stack, Code Documentation, Problem Solving","Service Mesh, Grafana, Helm, Terraform Cloud, Vault","ELK Stack, Terraform Cloud, Vault","$70,000 - $95,000","RoboMotion Dynamics is seeking a motivated Associate Cloud Infrastructure Engineer to join our Robotics & IoT engineering team in Pittsburgh, PA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cloud Architecture & DevOps. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Git, Kubernetes, Bash Scripting, ELK Stack, Code Documentation, Problem Solving. Preferred qualifications and bonus skills: Service Mesh, Grafana, Helm, Terraform Cloud, Vault. Key tools and environments: ELK Stack, Terraform Cloud, Vault.","1. Design, test, and implement features aligned with Cloud Architecture & DevOps architecture standards.
2. Utilize tools such as ELK Stack, Terraform Cloud, Vault for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Git, Kubernetes, Bash Scripting, ELK Stack.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Service Mesh, Grafana, Helm is a strong plus."
JOB-2021,Mobile Software Intern,NovaPay Financial,Fintech,"New York, NY",Mobile Application Development,Entry-Level,"State Management, Mobile UI Design, Git, REST APIs, Figma, Gradle, Time Management, Presentation Skills","Push Notifications, Jetpack Compose, Performance Optimization, Offline Sync, Fastlane, Android Studio","Figma, Gradle, Fastlane, Android Studio","$70,000 - $95,000","NovaPay Financial is seeking a motivated Mobile Software Intern to join our Fintech engineering team in New York, NY. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: State Management, Mobile UI Design, Git, REST APIs, Figma, Gradle, Time Management, Presentation Skills. Preferred qualifications and bonus skills: Push Notifications, Jetpack Compose, Performance Optimization, Offline Sync, Fastlane, Android Studio. Key tools and environments: Figma, Gradle, Fastlane, Android Studio.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Figma, Gradle, Fastlane, Android Studio for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with State Management, Mobile UI Design, Git, REST APIs.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Push Notifications, Jetpack Compose, Performance Optimization is a strong plus."
JOB-2022,Associate Full Stack Developer,OmniCommerce Platforms,E-Commerce / SaaS,"Denver, CO",Full Stack Web Development,Entry-Level,"JavaScript, HTML5, React, Webpack, Redis, Communication","GraphQL, WebSockets, VS Code, Postman","Webpack, Redis, VS Code, Postman","$70,000 - $95,000","OmniCommerce Platforms is seeking a motivated Associate Full Stack Developer to join our E-Commerce / SaaS engineering team in Denver, CO. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Full Stack Web Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: JavaScript, HTML5, React, Webpack, Redis, Communication. Preferred qualifications and bonus skills: GraphQL, WebSockets, VS Code, Postman. Key tools and environments: Webpack, Redis, VS Code, Postman.","1. Design, test, and implement features aligned with Full Stack Web Development architecture standards.
2. Utilize tools such as Webpack, Redis, VS Code, Postman for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with JavaScript, HTML5, React, Webpack.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with GraphQL, WebSockets, VS Code is a strong plus."
JOB-2023,Junior Computer Vision Engineer,PulseHealth Technologies,HealthTech,"San Diego, CA",AI & Machine Learning,Junior,"Mathematics, Data Analysis, NumPy, Git, MLflow, Jupyter, Team Collaboration, Presentation Skills","Vector Databases, Model Deployment, MLOps, Computer Vision, Weights & Biases, CUDA","Git, MLflow, Jupyter, Weights & Biases, CUDA","$85,000 - $115,000","PulseHealth Technologies is seeking a motivated Junior Computer Vision Engineer to join our HealthTech engineering team in San Diego, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in AI & Machine Learning. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Mathematics, Data Analysis, NumPy, Git, MLflow, Jupyter, Team Collaboration, Presentation Skills. Preferred qualifications and bonus skills: Vector Databases, Model Deployment, MLOps, Computer Vision, Weights & Biases, CUDA. Key tools and environments: Git, MLflow, Jupyter, Weights & Biases, CUDA.","1. Design, test, and implement features aligned with AI & Machine Learning architecture standards.
2. Utilize tools such as Git, MLflow, Jupyter, Weights & Biases, CUDA for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Mathematics, Data Analysis, NumPy, Git.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Vector Databases, Model Deployment, MLOps is a strong plus."
JOB-2024,Penetration Tester,OmniCommerce Platforms,E-Commerce / SaaS,"Denver, CO",Cybersecurity & Network Defense,Mid-Level,"Vulnerability Assessment, Firewalls, Cryptography, Linux, Network Security, Kali Linux, Time Management","OWASP Top 10, Penetration Testing, Ethical Hacking, Nessus","Kali Linux, Nessus","$110,000 - $145,000","OmniCommerce Platforms is seeking a motivated Penetration Tester to join our E-Commerce / SaaS engineering team in Denver, CO. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cybersecurity & Network Defense. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Vulnerability Assessment, Firewalls, Cryptography, Linux, Network Security, Kali Linux, Time Management. Preferred qualifications and bonus skills: OWASP Top 10, Penetration Testing, Ethical Hacking, Nessus. Key tools and environments: Kali Linux, Nessus.","1. Design, test, and implement features aligned with Cybersecurity & Network Defense architecture standards.
2. Utilize tools such as Kali Linux, Nessus for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Vulnerability Assessment, Firewalls, Cryptography, Linux.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with OWASP Top 10, Penetration Testing, Ethical Hacking is a strong plus."
